openalexid,value,key
W3125983872,"['Perturbation Theory', 'machine learning']",Classic Machine Learning
W3126324938,['Random Forests'],Classic Machine Learning
W3203938506,['deep learning'],Classic AI & Neural Network Architectures
W3213306452,['Transformers'],New Generation of AI
W4238767365,N/A,N/A
W3168793270,['machine learning'],Classic Machine Learning
W4200039559,"['Support Vector Machines (SVMs)', 'Back-propagation Neural Network (BPNN)']",Classic Machine Learning
W3197878792,['deep convolutional neural network (CNN)'],Classic AI & Neural Network Architectures
W3153064170,"['cloud computing', 'migrating databases', 'cost assessment', 'workloads', 'models', 'simulation']",Other
W3197837095,['CNN-based'],Classic AI & Neural Network Architectures
W3154787462,[],New Generation of AI
W3162309030,"['Dataveillance', 'Private Corporations', 'Government Influence']",Other
W3133777042,"['ensemble model', 'RNN', 'LGB', 'XGB', 'random forest']",Classic Machine Learning
W3181319724,['machine learning'],Classic Machine Learning
W4254369593,['trend similarity measure'],Classic AI & Neural Network Architectures
W3158900634,N/A,N/A
W3196912124,['U-net'],Classic AI & Neural Network Architectures
W3208396473,['YOLO v2'],Classic AI & Neural Network Architectures
W3173879302,[],Other
W3185504474,N/A,N/A
W3149849154,['BP neural network'],Classic AI & Neural Network Architectures
W4210624389,N/A,N/A
W3199433163,"['CNNs', 'ResNet']",Classic AI & Neural Network Architectures
W3185014703,['CNNs'],Classic AI & Neural Network Architectures
W3169308512,['Random Forest'],Classic Machine Learning
W3213340416,"['data quality improvement', 'intelligent feature extraction', 'automatic visualization layout and generation']",New Generation of AI
W3173502513,"['artificial intelligence', '5G']",Classic AI & Neural Network Architectures
W3134234870,['machine learning'],Classic Machine Learning
W4205896988,[],New Generation of AI
W3201151379,"['convolutional neural networks (CNNs)', 'one-dimensional CNN (1DCNN)', 'domain adversarial transfer learning (DATL)']",Classic AI & Neural Network Architectures
W3176665165,"['Elman recurrent neural network', 'Multilayered feedforward backpropagation network (MLFN)']",Classic AI & Neural Network Architectures
W4200178216,"['logistic regression', 'machine learning methods', 'random forest', 'gradient boosting decision tree', 'ensemble models', 'Shapley value']",Classic Machine Learning
W4226108277,"['Support Vector Machines (SVM)', 'Artificial Neural Network (ANN)']",Classic Machine Learning
W3185044643,['Transformers'],New Generation of AI
W3175569757,"['CNNs', 'GRUs']",Classic AI & Neural Network Architectures
W4200002645,['CNN'],Classic AI & Neural Network Architectures
W3158974144,"['Convolutional Neural Network (CNN)', 'U-Net', 'PERSIANN-CNN']",Classic AI & Neural Network Architectures
W3170217444,"['ANN', 'LSTM']",Classic AI & Neural Network Architectures
W3122348072,['CNN'],Classic AI & Neural Network Architectures
W3208090627,N/A,N/A
W3134957865,['Graph Neural Networks (GNNs)'],Classic AI & Neural Network Architectures
W3149399092,['Convolutional Neural Networks (CNNs)'],Classic AI & Neural Network Architectures
W3195397596,[],Other
W3201918474,['Convolutional Neural Networks (CNNs)'],Classic AI & Neural Network Architectures
W3166223662,N/A,N/A
W3194130996,['CNN'],Classic AI & Neural Network Architectures
W3212192305,['Augmented Reality (AR)'],Other
W3160569653,[],Other
W3162937555,[],Other
W3204572470,[],Other
W4206548319,['MLP'],Classic AI & Neural Network Architectures
W3197500108,"['Convolutional Neural Network', 'U-Net architecture']",Classic AI & Neural Network Architectures
W3210637310,"['fully convolutional neural network', 'deep learning-based']",Classic AI & Neural Network Architectures
W3165773888,[],Other
W3155102162,N/A,N/A
W3205019311,"['neural networks', 'supervised learning']",Classic AI & Neural Network Architectures
W3176426858,['machine learning approach'],Classic Machine Learning
W3206478901,['CNN'],Classic AI & Neural Network Architectures
W3155909331,['machine learning'],Classic Machine Learning
W4245320410,"['Short-time Fourier transform', 'Feature extraction module', 'Classification module']",Classic AI & Neural Network Architectures
W4240193314,['machine learning'],Classic Machine Learning
W3171293980,['hybrid deep-learning architecture'],Classic Deep Learning
W4285079543,"['Data Processing', 'Feature Engineering', 'Supervised Prediction']",Other
W3197692535,"['CNNs', 'dual-channel CNN architecture']",Classic AI & Neural Network Architectures
W3156944091,"['Diffusion models', 'GANs']",New Generation of AI
W4225828597,['ten widely machine learning algorithms'],Classic Machine Learning
W4205848562,['Principal Component Analysis (PCA)'],Classic Machine Learning
W3211146396,[],Other
W3210663499,"['Convolutional Neural Network', 'Support Vector Machine', 'Artificial Neural Network']",Classic AI & Neural Network Architectures
W3211251676,['Random Forest'],Classic Machine Learning
W3128230564,"['CNNs', 'RNNs', 'Fasttext']",Classic AI & Neural Network Architectures
W4206299232,['artificial neural networks'],Classic AI & Neural Network Architectures
W4214905186,['Random Forests'],Classic Machine Learning
W3126499419,[],Other
W3169506112,['transformer-based models'],New Generation of AI
W3174296322,['Neural Networks'],Classic AI & Neural Network Architectures
W3093697622,['CNNs'],Classic AI & Neural Network Architectures
W3216129727,['Multilayer Perceptrons (MLPs)'],Classic AI & Neural Network Architectures
W4206613548,['machine learning'],Classic Machine Learning
W3173891585,New Generation of AI,classification
W3205347842,['Convolutional Neural Networks (CNNs)'],Classic AI & Neural Network Architectures
W3156845736,['Foundation Models'],New Generation of AI
W4403674096,"['Artificial intelligence', 'serverless architecture']",Other
W3179373019,"['Artificial Intelligence (AI)', 'Multi-lingual datasets', 'Multi-modal data']",Other
W3217060138,['deep Convolutional Neural Network'],Classic Deep Learning
W3203752307,['Convolutional Neural Networks (CNNs)'],Classic AI & Neural Network Architectures
W3154773432,[],Classic AI & Neural Network Architectures
W4200309179,['Foundation Models'],New Generation of AI
W3120137197,['machine learning classification methods'],Classic Machine Learning
W3163834479,N/A,N/A
W3184548987,"['Deep Neural Network (DNN)', 'Geographically Weighted Neural Networks']",Classic Deep Learning
W3184927104,[],Other
W3187843195,"['Artificial Intelligence', 'Machine Learning']",Other
W3216206981,"['Wilcoxon-signed rank test', 'structural equation model']",Other
W3159387941,['Vision Transformers'],New Generation of AI
W3139317862,['LSTM'],Classic Deep Learning
W3154915234,['AI/ML based emulators'],Classic Machine Learning
W3157833111,['LightGBM'],Classic Machine Learning
W3195669972,"['LSTM', 'CNN']",Classic AI & Neural Network Architectures
W3210881501,"['Gas-chimney detection', 'convolutional neural network (CNN)', 'shallow neural networks', 'simultaneous seismic inversion']",Classic AI & Neural Network Architectures
W3190181283,"['LSTM', 'Recurrent Neural Networks (RNNs)']",Classic AI & Neural Network Architectures
W3135532383,"['SARIMA', 'MSE', 'RMSE']",Classic Machine Learning
W3208451477,['Convolutional Neural Networks (CNNs)'],Classic AI & Neural Network Architectures
W3200220671,['Support Vector Machines (SVMs)'],Classic Machine Learning
W3213789963,[],Other
W3141031568,"['Deep Learning Neural Networks', 'Tensorflow', '3D Point Cloud Segmentation', 'Classification', 'Transfer Learning']",New Generation of AI
W4210404294,['machine learning'],Classic Machine Learning
W3130941836,['LSTM'],Classic AI & Neural Network Architectures
W4225763252,"['System thinking methodologies', 'Causal loop diagrams', 'Social network analysis', 'Soft system methodology']",Other
W3162076933,['Mobile Net'],Classic AI & Neural Network Architectures
W3156449479,[],Other
W3205983230,"['spatiotemporal', 'contrastive representation learning', 'deep learning models']",New Generation of AI
W3207690836,['SOM'],Classic AI & Neural Network Architectures
W3181578402,"['8 machine learning techniques', 'correctly predict 72%', '93% correct predictions']",Classic Machine Learning
W3153421128,"['stochastic parametrization schemes', 'multiplicative noise']",Other
W3178394606,['Advanced Computer Vision Techniques'],Classic Machine Learning
W3215793492,"['ResNet', 'CNNs']",Classic AI & Neural Network Architectures
W3129490849,"['AI capabilities', 'cross-sectional study', 'hospitals in Spain']",Other
W3166140126,[],Other
W3178072283,N/A,N/A
W3154946508,['unsupervised deep learning'],New Generation of AI
W3176799108,['Random Forest'],Classic Machine Learning
W4210246757,"['CNNs', 'VGG16', 'Transfer Learning']",Classic AI & Neural Network Architectures
W3197137874,['automated decisions'],New Generation of AI
W3131701029,[],Other
W3135565677,[],Other
W3157177884,['Deep learning-based features'],Classic AI & Neural Network Architectures
W4200427742,['artificial neural networks'],Classic AI & Neural Network Architectures
W3173972455,['Transfer Learning'],Classic AI & Neural Network Architectures
W3153883769,[],Other
W3191289502,"['gaming', 'language preparation', 'discourse acknowledgment', 'insight robots', 'money-related exchanges']",Other
W3201320444,['MLP'],Classic AI & Neural Network Architectures
W3203108609,"['four-layer back-propagation neural network (BPNN)', 'dropout layers']",Classic AI & Neural Network Architectures
W3197319713,"['Convolutional Auto-Encoder (CAE)', 'Generative Adversarial Network (GAN)']",Classic AI & Neural Network Architectures
W3148724407,['Classification and Regression Tree'],Classic Machine Learning
W3133777092,['Random Forest'],Classic Machine Learning
W3210633758,['Transformers'],Classic Deep Learning
W3158256678,"['tele-assistance', 'communication technologies', 'regulation issues', 'future perspectives']",Other
W3200868808,"['TGANs-MC', 'RNN']",Classic AI & Neural Network Architectures
W3199569805,['artificial intelligence'],Classic AI & Neural Network Architectures
W3180567397,"['BLSTM', 'CRF', 'CNN', 'Att-BLSTM-CNN']",Classic AI & Neural Network Architectures
W3146066880,['machine-learning tool'],Classic Machine Learning
W4205180455,['encoder-decoder'],Classic AI & Neural Network Architectures
W4200182455,"['YOLOv3-Tiny', 'CNN']",Classic AI & Neural Network Architectures
W3154879539,N/A,N/A
W3200248792,"['Random Forest', 'Neural Networks', 'Logistic Regression', 'Support Vector Machine']",Classic Machine Learning
W3161507932,"['machine learning', 'supervised learning', 'Random Forests', 'Q-learning', 'Statistical methods']",Classic Machine Learning
W3125712029,[],Classic Machine Learning
W3177085014,"['AI', 'Machine Learning']",Other
W3214928250,[],New Generation of AI
W3201218430,"['Deep learning', 'Adversarial environments', 'Robustness', 'Interpretability']",Other
W4226039405,"['Deep Learning', 'Image Processing']",Classic AI & Neural Network Architectures
W3184058336,N/A,N/A
W4255251816,['deep learning prediction model'],Classic AI & Neural Network Architectures
W3195557367,N/A,N/A
W3190401478,['deep learning'],Classic AI & Neural Network Architectures
W3127213459,N/A,N/A
W4226451598,"['Faster RCNN', 'Yolov4', 'Yolov5']",Classic AI & Neural Network Architectures
W3157398282,"['DenseNet121', 'DenseNet161', 'DenseNet169', 'DenseNet201']",Classic AI & Neural Network Architectures
W3175400000,N/A,N/A
W3195703979,['CycleGAN'],Classic AI & Neural Network Architectures
W4210620021,['VGG-16'],Classic AI & Neural Network Architectures
W3188347450,['digital storytelling'],Other
W4248833853,"['Deep neural network', 'Convolutional Neural Networks (CNNs)']",Classic AI & Neural Network Architectures
W3164031917,"['Image Inpainting', 'Transfer Learning', '20CR', 'CMIP5']",New Generation of AI
W3191782593,['AI'],New Generation of AI
W3167320034,['LASSO'],Classic Machine Learning
W3134746953,"['Stuxnet', 'foundation models']",New Generation of AI
W4226478391,['machine learning'],Classic Machine Learning
W3137801262,['SOFM neural network'],Classic AI & Neural Network Architectures
W3211806251,"['Deep Learning', 'Convolutional Neural Networks (CNNs)']",Classic AI & Neural Network Architectures
W3170543715,['deep neural networks'],Classic AI & Neural Network Architectures
W4226409700,['Digital Twin'],New Generation of AI
W3180270303,['Deep Learning'],Classic AI & Neural Network Architectures
W3130601701,['Machine Learning'],Classic Machine Learning
W4239229531,['Foundation Models'],New Generation of AI
W3209108235,"['LSTM', 'BPNN']",Classic AI & Neural Network Architectures
W3154497557,['Bayesian neural network'],Classic AI & Neural Network Architectures
W3199257130,[],Other
W4200424482,"['SSD MobileNet', 'TensorFlow Lite']",Classic AI & Neural Network Architectures
W3156611401,['machine learning'],Classic Machine Learning
W3171829510,['deep learning'],Classic AI & Neural Network Architectures
W4214726264,['artificial intelligence technology'],Other
W3124401403,"['Linear regression', 'Supervised Learning']",Classic Machine Learning
W3187426677,"['Random Forest', 'Supervised Learning', 'ML methods', 'performance metrics', 'AUC', 'sensitivity', 'specificity', 'positive predictive value', 'negative predictive value', 'F1 score']",Classic Machine Learning
W3155265865,['Earth System Models'],New Generation of AI
W3168540574,"['IoT', 'sensors', 'AI', 'fire detection']",Other
W3212879555,['Biointelligent'],Other
W4285452827,['Foundation Models'],New Generation of AI
W3212494520,"['Diffusion models', 'GANs', 'VAEs']",New Generation of AI
W3153231413,"['machine learning', 'statistics']",Classic Machine Learning
W3208444603,['encoder-decoder architecture'],Classic AI & Neural Network Architectures
W3205383015,"['Generative Adversarial Network', 'InceptionV3']",New Generation of AI
W3161572432,"['image processing', 'microscopy', 'co-cultures', '3D modeling', 'high-content imaging']",Other
W3120438444,N/A,N/A
W4210711589,['Multi-step Temporal Convolutional Network'],Classic AI & Neural Network Architectures
W3178766673,['machine learning'],Classic Machine Learning
W3211171742,"['embedding encoder', 'unsupervised mechanism']",Classic Machine Learning
W4200236236,[],Classic Machine Learning
W4247048811,['Blockchain technology'],Other
W3213504317,"['Latent Dirichlet allocation', 'BERT']",Classic AI & Neural Network Architectures
W3209605887,['YOLO'],Classic AI & Neural Network Architectures
W4226427472,['big data technology'],Other
W3201000553,['machine learning'],Classic Machine Learning
W3213604232,"['multivariate analysis', 'machine learning']",Classic Machine Learning
W3123061445,N/A,N/A
W3204016699,"['Principal Component Analysis', 'XGBoost']",Classic Machine Learning
W4207030553,"['Logistic Regression', 'Linear regression', 'SVMs', 'Decision Trees', 'Random Forests', 'Naive Bayes', 'k-Nearest Neighbors (kNN)']",Classic Machine Learning
W4214888425,[],Other
W3201464012,['Natural language processing'],Classic AI & Neural Network Architectures
W4317928340,['FRAX'],Other
W4200180040,['Bi-LSTM'],Classic AI & Neural Network Architectures
W3191024168,"['FFT', 'LSTM']",Classic Machine Learning
W3212729550,['Transformers'],New Generation of AI
W3158273268,['neural network'],Classic AI & Neural Network Architectures
W4210305900,"['AlexNet', 'GoogleNet', 'FireNet', 'CNNs']",Classic AI & Neural Network Architectures
W3197829593,['Deep learning (DL)'],New Generation of AI
W4210624888,['machine learning'],Classic Machine Learning
W3206268564,[],Other
W4206409296,"['MobileNet', 'CBAM']",Classic AI & Neural Network Architectures
W3198817129,"['Artificial Intelligence', 'Big Data', 'Spatial Information Technology']",Other
W4205502153,['GRU'],Classic Deep Learning
W4285317115,"['ResNet-18', 'ResNet-50', 'ResNext50', 'EfficientNet family']",Classic AI & Neural Network Architectures
W3200800589,['neural network'],Classic AI & Neural Network Architectures
W4200505724,"['Data mining', 'Machine learning']",Other
W4200536281,"['Instance Segmentation', 'Shape Matching Network']",Classic Machine Learning
W3154946087,['deep learning'],Classic AI & Neural Network Architectures
W3214665808,[],Other
W3128911231,['robot-based tax system'],Other
W4205809088,"['Machine Learning', 'Ensemble (Subspace discriminant)']",Classic Machine Learning
W3209619463,[],Other
W3175665533,"['Convolutional LSTM', 'Edge detection']",Classic AI & Neural Network Architectures
W3159273399,N/A,N/A
W3177155838,['AI'],New Generation of AI
W4210675347,"['Classification method', 'Synthetic Aperture Radar', 'Sentinel 1 availability']",Classic Machine Learning
W3204448926,['Convolutional Neural Networks'],Classic Deep Learning
W3183323967,['Back-Propagation (BP) Neural Networks'],Classic AI & Neural Network Architectures
W3197821984,"['Multi-layer Perceptron (MLP)', 'k-nearest Neighbors (kNN)']",Classic Machine Learning
W4251604823,['deep learning'],Classic AI & Neural Network Architectures
W4213193855,[],Classic Machine Learning
W4206178177,N/A,N/A
W4211033963,['Decision Trees'],Classic Machine Learning
W3212587347,"['Machine Learning', 'Support Vector Machines (SVMs)']",Classic Machine Learning
W3172004637,[],Other
W4205641461,['Transformer model'],New Generation of AI
W4285334909,['CNN'],Classic AI & Neural Network Architectures
W3195664377,N/A,N/A
W3191274559,['Information Physical Intelligence'],New Generation of AI
W4206329042,"['machine-learned model', 'GitHub examples', 'API documentation', 'candidate repairs']",Classic Machine Learning
W3195697626,"['BART', 'Pointer Networks']",New Generation of AI
W4200516378,['Deep Learning'],New Generation of AI
W3209201879,['neural network'],Classic AI & Neural Network Architectures
W3155188325,"['Reduced Order Modeling', 'AI methods', 'ROMs', 'parameter estimation', 'nonlinearities', 'patterns', 'simulation data', 'observational data']",Other
W3168697499,"['GPT-4', 'Codex']",New Generation of AI
W3177819893,"['Monte Carlo simulation', 'Newton–Raphson', 'Polynomial regression']",Classic Machine Learning
W4205567058,[],Other
W4285340778,['current deep neural network systems'],New Generation of AI
W3152998722,['manifold-finding'],Other
W3197893814,['Deep learning'],New Generation of AI
W4200506009,['EDSR'],Classic AI & Neural Network Architectures
W3207844826,['backpropagation neural network'],Classic AI & Neural Network Architectures
W3126180452,['machine learning'],Classic Machine Learning
W3155445915,[],Other
W3164321671,['artificial intelligence'],Other
W4206766694,['sentiment analysis'],Other
W3172988259,"['ARIMA', 'Multiple Linear (MLM)', 'Random Forest (RF)', 'K-Nearest Neighbors (KN)', 'Artificial Neural Networks (ANN)']",Classic Machine Learning
W3156357072,"['Earth System Models', 'ARM Climate Research Facility', 'Next-Generation Ecosystem Experiment']",Other
W3151701024,['Advanced Analytics'],Classic Machine Learning
W3194615709,N/A,N/A
W4207031869,['ARIMA'],Classic Machine Learning
W3176464944,['deep learning-based object detection'],Classic AI & Neural Network Architectures
W3175873421,['Graph Neural Networks'],Classic AI & Neural Network Architectures
W3198731263,['artificial-intelligence based'],Other
W3154831986,[],Classic AI & Neural Network Architectures
W4205399252,['machine learning methods'],Classic Machine Learning
W4200181440,"['Logistic Regression', 'Decision Tree', 'K Nearest Neighbor Classification']",Classic Machine Learning
W3190075285,['machine learning'],Classic Machine Learning
W3206328642,['Text-SimCLNN'],Classic AI & Neural Network Architectures
W4255629979,['Neural Networks'],New Generation of AI
W3130644431,[],Other
W4205867535,"['Fourth Industrial Revolution', 'Emerging technologies', 'Robots', 'Artificial intelligence', 'Big data analytics', 'Cloud computing', 'Nanotechnology', 'Biotechnology', 'Internet of Things', '5G', 'Fully autonomous vehicles']",Other
W4200436259,[],Other
W3177292487,['Statistical methods'],Classic Machine Learning
W4206236691,['AI systems'],Other
W3206634717,['Deep learning'],Classic AI & Neural Network Architectures
W3135937998,"['Faster R-CNN', 'MobileNetV2']",Classic Machine Learning
W4391795023,[],Other
W4205729234,[],Other
W4206460849,"['Convolutional Neural Networks (CNNs)', 'VGG16', 'GoogleNet']",Classic Deep Learning
W4285328446,"['Checkpointing', 'Kubernetes (K8s)', 'Persistent Volume', 'Custom Middleware']",Classic AI & Neural Network Architectures
W3152248585,[],Other
W4211034922,['Mask R-CNN architecture'],Classic AI & Neural Network Architectures
W3185398306,"['Naive Bayes', 'Bayesian methods']",Classic Machine Learning
W3206634714,['machine learning technique'],Classic Machine Learning
W4289718805,"['Supervised Learning', 'Unsupervised Learning', 'Reinforcement Learning', 'Optimization Methods']",Classic Machine Learning
W3212471823,N/A,N/A
W4200326496,['Linear Regression'],Classic Machine Learning
W3130091099,['Auto-encoders'],Classic AI & Neural Network Architectures
W4213384675,"['deep learning neural networks', 'object detection neural network', 'semantic segmentation neural network']",Classic AI & Neural Network Architectures
W4285545113,"['Q-learning', 'statistical methods']",Classic Machine Learning
W3177133306,"['CNNs', 'SRCNN']",Classic AI & Neural Network Architectures
W3173604411,['artificial neural network'],Classic AI & Neural Network Architectures
W3126058375,"['ESSOAR', 'double scientific return', 'surface-atmosphere synthesis']",Other
W3153306684,['Convolutional Neural Networks (CNNs)'],Classic AI & Neural Network Architectures
W3176909564,N/A,N/A
W3197406729,"['LSTM', 'RNN']",Classic AI & Neural Network Architectures
W4200361139,"['Artificial Neural Network', 'Decision Tree', 'Support Vector Machine', 'Naive Bayes', 'Logistic Regression']",Classic Machine Learning
W3205633868,"['U-Net', 'VGG11']",Classic AI & Neural Network Architectures
W3196342707,"['3D scattering wavelet transform', '3D-Unet']",Classic AI & Neural Network Architectures
W3198247958,['CNN'],Classic AI & Neural Network Architectures
W4225829969,['Artificial Neural Network (ANN)'],Classic AI & Neural Network Architectures
W4206231674,['Convolutional Neural Networks (CNNs)'],Classic AI & Neural Network Architectures
W3217671099,"['CNN', 'GRNN']",Classic AI & Neural Network Architectures
W3173436965,['ANNs'],Classic AI & Neural Network Architectures
W4233380943,['ANN'],Classic AI & Neural Network Architectures
W4293090459,['Convolutional Neural Networks (CNNs)'],Classic AI & Neural Network Architectures
W3164589136,N/A,N/A
W4205141969,[],Other
W3176955966,N/A,N/A
W3153986708,['machine learning'],Classic Machine Learning
W4226181135,N/A,N/A
W3200511466,[],Other
W4200135931,"['LSTM', 'MLP']",Classic AI & Neural Network Architectures
W3197254868,['artificial neural networks'],Classic AI & Neural Network Architectures
W4243172615,['AI'],Other
W3132328806,[],Other
W4210676130,"['Convolutional Neural Networks (CNNs)', 'DB loss', 'Instance Segmentation', 'Mask R-CNN']",Classic AI & Neural Network Architectures
W3125088364,['shallow artificial neural network'],Classic AI & Neural Network Architectures
W3193700721,N/A,N/A
W3217053587,"['Efficient Net B3', 'Convolutional Neural Networks (CNN)']",Classic AI & Neural Network Architectures
W3215980265,['neural network technology'],Classic AI & Neural Network Architectures
W4285326929,['CNN'],Classic AI & Neural Network Architectures
W4210959945,"['Convolutional Neural Networks (CNNs)', 'VGG-16']",Classic AI & Neural Network Architectures
W4239853832,"['Leakage detection', 'Leakage localization', 'Water distribution networks']",Other
W3215812706,['Foundation Models'],New Generation of AI
W3213924988,"['Reinforcement Learning', 'Transformers']",New Generation of AI
W3209221560,['Transformers'],New Generation of AI
W3214637702,N/A,N/A
W3153577854,['machine learning'],Classic Machine Learning
W3194574501,N/A,N/A
W3178702742,['LSTM'],Classic AI & Neural Network Architectures
W3186048236,N/A,N/A
W3127627055,[],Other
W3178183041,['machine learning methods'],Classic Machine Learning
W4200250930,class,__type__
W3183713699,"['Ensemble Learning', 'Character Features', 'Statistical Features']",Classic Machine Learning
W3217767328,"['Convolutional Neural Networks (CNNs)', 'Transfer Learning']",Classic AI & Neural Network Architectures
W4211129803,N/A,N/A
W3216862121,N/A,N/A
W4200298632,[],Other
W4226293793,"['L D I S C', 'S B R', 'condition monitoring', 'early warning']",New Generation of AI
W3169402103,[],Other
W3209824542,[],Other
W3200776326,['machine learning'],Classic Machine Learning
W3198720079,['CNN'],Classic AI & Neural Network Architectures
W3134628284,['Graph Convolutional Neural Networks'],Classic AI & Neural Network Architectures
W3215417553,['statistical modeling'],Classic Machine Learning
W4205830840,['Convolutional Neural Networks (CNNs)'],Classic AI & Neural Network Architectures
W3156751730,[],Classic Machine Learning
W3159433504,['artificial intelligence'],Other
W3180004299,"['perception', 'AI technology', 'IoT', 'big data', '5G', 'digital twin']",Other
W3188566885,N/A,N/A
W3201943574,['deep learning network'],Classic AI & Neural Network Architectures
W3136860041,[],Other
W4210327654,"['Transfer Learning', 'Densenet-169']",Classic AI & Neural Network Architectures
W3189850705,"['artificial intelligence technology', 'cloud computing', 'digital intelligent medical', 'intelligent medical', 'medical drainage technology']",Other
W3153703739,['machine learning models'],Classic Machine Learning
W3167406309,['CNN'],Classic AI & Neural Network Architectures
W3202762046,['Recurrent Neural Networks (RNNs)'],Classic AI & Neural Network Architectures
W4249710355,['BP'],Classic AI & Neural Network Architectures
W4245846776,"['Satellite', 'AI', 'remote sensing']",Other
W3154050023,"['predictive modeling techniques', 'AI-derived model components']",Other
W3156659347,N/A,N/A
W4236895342,[],Other
W4225738759,"['AI', 'PLC system', 'WinCC software']",New Generation of AI
W4212875023,N/A,N/A
W3167413063,"['Value', 'List of EXACT technical terms appearing in the guiding instructions about AI generation classes available here']",Other
W3154998725,['Foundation Models'],New Generation of AI
W3173671657,['machine learning'],Classic Machine Learning
W3162154356,[],Other
W3128386061,"['Supervised Learning', 'Unsupervised Learning']",Classic Machine Learning
W3152804458,['machine learning'],Classic Machine Learning
W3154303339,N/A,N/A
W3154072823,[],Other
W3148001979,[],New Generation of AI
W3134350198,[],Other
W4200462072,['Federated Learning'],New Generation of AI
W3119798610,N/A,N/A
W4210258373,"['Generative AI', 'Foundation Models']",New Generation of AI
W3150827743,[],Other
W3175051880,N/A,N/A
W3137697640,['statistical methods'],Classic Machine Learning
W3200939752,[],Other
W3186979186,"['GM (1,1)', 'BP neural network']",Classic Machine Learning
W3139764180,['artificial intelligence'],New Generation of AI
W3199628259,"['ADAPT', 'Bayesian-based', 'Small datasets']",Classic Machine Learning
W3192350368,"['Deep Neural Network (DNN)', 'Recurrent Neural Networks (RNNs)']",Classic AI & Neural Network Architectures
W3170001147,['AI'],Other
W4200264198,['BP neural network'],Classic AI & Neural Network Architectures
W4381517504,[],Other
W3174425565,['Bayesian neural network'],Classic AI & Neural Network Architectures
W4206137232,"['SCADA systems', 'Data acquisition', 'Digital oilfields']",Other
W4206829102,[],Other
W4206227778,"['Knowledge graph', 'event nodes', 'early warning system']",Other
W4205339678,"['camera', 'AI']",Classic AI & Neural Network Architectures
W3136013098,['artificial neural networks'],Classic AI & Neural Network Architectures
W3158607356,"['OTTM', 'ROMS']",Other
W3154825121,"['model simulations', 'analysis']",New Generation of AI
W3211286489,N/A,N/A
W3185481060,N/A,N/A
W3202652166,"['systematic literature reviews', 'case study research', 'machine learning']",Classic Machine Learning
W3156305520,['Insight gleaned from complex data'],New Generation of AI
W3153958590,"['AI techniques', 'inference tasks']",Classic Machine Learning
W4206726458,['Generative Adversarial Networks'],New Generation of AI
W3196306140,['AIoT devices'],Classic AI & Neural Network Architectures
W4247742529,['neural network models'],Classic AI & Neural Network Architectures
W3152723744,['Random Forest'],Classic Machine Learning
W3185667006,"['water quality management', 'AI project development']",Other
W4285549644,['machine learning'],Other
W3185326780,[],Other
W4206411354,"['Deep Learning Technology', 'Multi-modal Data', 'Neural Networks']",Classic AI & Neural Network Architectures
W3126740883,N/A,N/A
W3215707752,['deep learning'],Other
W4200212373,['LSTM'],Classic AI & Neural Network Architectures
W3127529926,"['Image-based Modeling', 'Vascular Analysis', 'Diagnosis']",Image Processing and Computer Vision
W3170940491,"['MARS', 'Random Forests']",Classic Machine Learning
W3194179867,['Deep Learning Model'],Classic AI & Neural Network Architectures
W3213093701,[],Other
W4385927849,[],Other
W3160261869,['normalizing flows'],Classic AI & Neural Network Architectures
W3154001085,[],Classic Machine Learning
W4252634188,['machine learning based predictive models'],Classic Machine Learning
W3200334238,['k-Nearest Neighbors (kNN)'],Classic Machine Learning
W3205032738,['neural network'],Classic AI & Neural Network Architectures
W3179698170,"['Convolutional Neural Networks (CNNs)', 'Transformers']",Classic AI & Neural Network Architectures
W4233419895,"['course delivery', 'online components', 'pedagogical approaches', 'student perception']",Other
W3206602509,['machine learning'],Classic Machine Learning
W4230226399,"['targeted AI methods', 'human-facing technologies']",Other
W3209709661,N/A,N/A
W3204197767,"['Supervised Regressors', 'Random Forest Regressor']",Classic Machine Learning
W3204527077,['Natural Language Processing Techniques'],Classic AI & Neural Network Architectures
W4226143779,['neural network'],Classic AI & Neural Network Architectures
W3165940607,['Singular Value Decomposition (SVD)'],Classic Machine Learning
W3200769525,"['Linear regression', 'Random Forests']",Classic Machine Learning
W4205230843,[],Other
W3142255902,[],Other
W3175892412,['Gradient Boosting Regression Tree'],Classic Machine Learning
W3213258398,"['VGGNet-16', 'Transfer Learning', 'Dropout']",Classic AI & Neural Network Architectures
W3158661348,N/A,N/A
W4213368936,"['Automatic Quantitative Modeling', 'Migration Learning']",New Generation of AI
W4241614122,['AI/ML'],Other
W3167839968,['machine learning'],Classic Machine Learning
W3177179861,"['bid data', 'AI']",New Generation of AI
W3176241636,"['machine learning', 'training in the cloud']",Classic Machine Learning
W3169096142,['Acoustic Inversion'],Classic AI & Neural Network Architectures
W3126452423,['machine learning'],Classic Machine Learning
W4200113164,"['Random Forest', 'Gradient Boosting', 'Extra Trees']",Classic Machine Learning
W4205735573,"['Image Processing', 'Supervised Learning']",Classic Machine Learning
W3138075522,N/A,N/A
W3160648319,['Gaussian Process Regression'],Other
W3213657903,['Kohonen neural maps'],Classic AI & Neural Network Architectures
W4242071023,N/A,N/A
W3129901230,[],Other
W3145280246,"['AI-based disaster management system', '4th industrial revolution']",Other
W3186471030,[],Other
W3121006979,['Machine Learning models'],Classic Machine Learning
